"id","order_type","seq_no","status_type_val","pr_order_no","sa_order_line_no","company_name","to_item_no","due_dt","toshop_dt","process_by_dt","order_qty,order_uom","form_dim1","form_dim2","form_dim3","form_dim4","form_dim5","form_dim6","dim1","dim2","dim3","dim4","dim5","dim6","dim_uom","pr_center_no","short_desc","instruction"
"4-PRO0176453WK-054-1","PRO","1","Scheduled","PRO0176453WK","WO0150511-1/4","MPM INC","7050 3.0 T7451  PLATE USI ","6/8/23","6/8/23","6/8/23","100 pcs","3","","","","","","3.25","5.75","","","","","in","054","Processing - Wichita",""
"4-PRO0176501WK-025-2","PRO","2","Changing","PRO0176501WK","WO0148592-1/7","AERO TECH ENGINEERING","7475 3.00 T7351 PLATE USI ","5/30/23","5/30/23","5/30/23","10 pcs","3","","","","","","17.75","155","","","","","in","025","Staged - Wichita",""
"4-PRO0176501WK-011-3","PRO","3","Changing","PRO0176501WK","WO0148592-1/7","AERO TECH ENGINEERING","7475 3.00 T7351 PLATE USI ","5/30/23","5/30/23","5/30/23","10 pcs","3","","","","","","17.75","155","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0176501WK-012-4","PRO","4","Changing","PRO0176501WK","WO0148592-1/7","AERO TECH ENGINEERING","7475 3.00 T7351 PLATE USI ","5/30/23","5/30/23","5/30/23","10 pcs","3","","","","","","17.75","155","","","","","in","012","MS-6 - Wichita",""
"4-PRO0176501WK-003-5","PRO","5","Changing","PRO0176501WK","WO0148592-1/7","AERO TECH ENGINEERING","7475 3.00 T7351 PLATE USI ","5/30/23","5/30/23","5/30/23","10 pcs","3","","","","","","17.75","155","","","","","in","003","Band Saws - Wichita",""
"4-PRO0176536WK-054-1","PRO","1","Scheduled","PRO0176536WK","WO0151772-1/11","LMI AEROSPACE – Wichita","7075 2.5 T7351 PLATE USI ","6/28/23","6/28/23","6/28/23","12 pcs","2.5","","","","","","6","53.9","","","","","in","054","Processing - Wichita",""
"4-PRO0176544WK-025-2","PRO","2","Scheduled","PRO0176544WK","WO0151994-1/1","LMI AEROSPACE – Wichita","7050 3.0 T7451  PLATE USI ","5/31/23","5/31/23","5/31/23","15 pcs","3","","","","","","6.2","74","","","","","in","025","Staged - Wichita",""
"4-PRO0176544WK-011-3","PRO","3","Scheduled","PRO0176544WK","WO0151994-1/1","LMI AEROSPACE – Wichita","7050 3.0 T7451  PLATE USI ","5/31/23","5/31/23","5/31/23","15 pcs","3","","","","","","6.2","74","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0176575WK-054-1","PRO","1","Scheduled","PRO0176575WK","WO0151771-1/2","LMI AEROSPACE – Wichita","7075 2.5 T7351 PLATE USI ","6/29/23","6/29/23","6/29/23","6 pcs","2.5","","","","","","6.5","54","","","","","in","054","Processing - Wichita",""
"4-PRO0176576WK-054-1","PRO","1","Scheduled","PRO0176576WK","WO0151771-1/3","LMI AEROSPACE – Wichita","7050 3.0 T7451  PLATE USI ","7/6/23","7/6/23","7/6/23","5 pcs","3","","","","","","6","17.5","","","","","in","054","Processing - Wichita",""
"4-PRO0176577WK-025-2","PRO","2","Scheduled","PRO0176577WK","WO0151771-1/4","LMI AEROSPACE – Wichita","7050 3.50 T7451 PLATE USI ","7/6/23","7/6/23","7/6/23","6 pcs","3.5","","","","","","7","17","","","","","in","025","Staged - Wichita",""
"4-PRO0176577WK-011-3","PRO","3","Scheduled","PRO0176577WK","WO0151771-1/4","LMI AEROSPACE – Wichita","7050 3.50 T7451 PLATE USI ","7/6/23","7/6/23","7/6/23","6 pcs","3.5","","","","","","7","17","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0176597WK-025-2","PRO","2","Scheduled","PRO0176597WK","WO0151538-1/1","LMI AEROSPACE – Fredonia","7050 1.50 T7451 PLATE USI ","7/5/23","7/5/23","7/5/23","36 pcs","1.5","","","","","","6.3","13.7","","","","","in","025","Staged - Wichita",""
"4-PRO0176597WK-011-3","PRO","3","Scheduled","PRO0176597WK","WO0151538-1/1","LMI AEROSPACE – Fredonia","7050 1.50 T7451 PLATE USI ","7/5/23","7/5/23","7/5/23","36 pcs","1.5","","","","","","6.3","13.7","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0176640WK-025-2","PRO","2","Changing","PRO0176640WK","WO0150757-1/2","C E MACHINE ","7075 1.75 T7351 PLATE USI ","9/14/23","9/14/23","9/14/23","19 pcs","1.75","","","","","","7","37","","","","","in","025","Staged - Wichita",""
"4-PRO0176640WK-011-3","PRO","3","Changing","PRO0176640WK","WO0150757-1/2","C E MACHINE ","7075 1.75 T7351 PLATE USI ","9/14/23","9/14/23","9/14/23","19 pcs","1.75","","","","","","7","37","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0176640WK-012-4","PRO","4","Changing","PRO0176640WK","WO0150757-1/2","C E MACHINE ","7075 1.75 T7351 PLATE USI ","9/14/23","9/14/23","9/14/23","19 pcs","1.75","","","","","","7","37","","","","","in","012","MS-6 - Wichita",""
"4-PRO0176640WK-003-5","PRO","5","Changing","PRO0176640WK","WO0150757-1/2","C E MACHINE ","7075 1.75 T7351 PLATE USI ","9/14/23","9/14/23","9/14/23","19 pcs","1.75","","","","","","7","37","","","","","in","003","Band Saws - Wichita",""
"4-PRO0176676WK-025-2","PRO","2","Scheduled","PRO0176676WK","WO0152097-1/1","LMI AEROSPACE – Fredonia","7075 1.0 T7351 PLATE USI ","6/20/23","6/20/23","6/20/23","758 pcs","1","","","","","","3.3","3.6","","","","","in","025","Staged - Wichita",""
"4-PRO0176676WK-054-3","PRO","3","Scheduled","PRO0176676WK","WO0152097-1/1","LMI AEROSPACE – Fredonia","7075 1.0 T7351 PLATE USI ","6/20/23","6/20/23","6/20/23","758 pcs","1","","","","","","3.3","3.6","","","","","in","054","Processing - Wichita",""
"4-PRO0176729WK-025-2","PRO","2","Scheduled","PRO0176729WK","WO0152110-1/1","LMI AEROSPACE – Fredonia","7075 2.25 T7351 PLATE USI ","7/5/23","7/5/23","7/5/23","14 pcs","2.25","","","","","","3.3","6.3","","","","","in","025","Staged - Wichita",""
"4-PRO0176729WK-011-3","PRO","3","Scheduled","PRO0176729WK","WO0152110-1/1","LMI AEROSPACE – Fredonia","7075 2.25 T7351 PLATE USI ","7/5/23","7/5/23","7/5/23","14 pcs","2.25","","","","","","3.3","6.3","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0176740WK-025-2","PRO","2","Scheduled","PRO0176740WK","WO0152043-1/2","JONACO MACHINE","2124 4.5 T851 PLATE USI ","7/7/23","7/7/23","7/7/23","147 pcs","4.5","","","","","","4.5","6","","","","","in","025","Staged - Wichita",""
"4-PRO0176740WK-054-3","PRO","3","Scheduled","PRO0176740WK","WO0152043-1/2","JONACO MACHINE","2124 4.5 T851 PLATE USI ","7/7/23","7/7/23","7/7/23","147 pcs","4.5","","","","","","4.5","6","","","","","in","054","Processing - Wichita",""
"4-PRO0176780WK-025-2","PRO","2","Changing","PRO0176780WK","WO0143262-1/6","BUFFCO ENGINEERING","7050 1.25 T7451 PLATE USI ","11/14/23","11/14/23","11/14/23","16 pcs","1.25","","","","","","10","16","","","","","in","025","Staged - Wichita",""
"4-PRO0176780WK-011-3","PRO","3","Changing","PRO0176780WK","WO0143262-1/6","BUFFCO ENGINEERING","7050 1.25 T7451 PLATE USI ","11/14/23","11/14/23","11/14/23","16 pcs","1.25","","","","","","10","16","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0176780WK-012-4","PRO","4","Changing","PRO0176780WK","WO0143262-1/6","BUFFCO ENGINEERING","7050 1.25 T7451 PLATE USI ","11/14/23","11/14/23","11/14/23","16 pcs","1.25","","","","","","10","16","","","","","in","012","MS-6 - Wichita",""
"4-PRO0176780WK-003-5","PRO","5","Changing","PRO0176780WK","WO0143262-1/6","BUFFCO ENGINEERING","7050 1.25 T7451 PLATE USI ","11/14/23","11/14/23","11/14/23","16 pcs","1.25","","","","","","10","16","","","","","in","003","Band Saws - Wichita",""
"4-PRO0176789WK-025-2","PRO","2","Changing","PRO0176789WK","WO0143149-1/5","BUFFCO ENGINEERING","7050 1.25 T7451 PLATE USI ","11/16/23","11/16/23","11/16/23","29 pcs","1.25","","","","","","11.3","28.6","","","","","in","025","Staged - Wichita",""
"4-PRO0176789WK-011-3","PRO","3","Changing","PRO0176789WK","WO0143149-1/5","BUFFCO ENGINEERING","7050 1.25 T7451 PLATE USI ","11/16/23","11/16/23","11/16/23","29 pcs","1.25","","","","","","11.3","28.6","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0176789WK-012-4","PRO","4","Changing","PRO0176789WK","WO0143149-1/5","BUFFCO ENGINEERING","7050 1.25 T7451 PLATE USI ","11/16/23","11/16/23","11/16/23","29 pcs","1.25","","","","","","11.3","28.6","","","","","in","012","MS-6 - Wichita",""
"4-PRO0176789WK-003-5","PRO","5","Changing","PRO0176789WK","WO0143149-1/5","BUFFCO ENGINEERING","7050 1.25 T7451 PLATE USI ","11/16/23","11/16/23","11/16/23","29 pcs","1.25","","","","","","11.3","28.6","","","","","in","003","Band Saws - Wichita",""
"4-PRO0176793WK-025-2","PRO","2","Changing","PRO0176793WK","WO0149712-1/2","C E MACHINE ","2124 1.75 T851 PLATE USI ","8/31/23","8/31/23","8/31/23","8 pcs","1.75","","","","","","9","25","","","","","in","025","Staged - Wichita",""
"4-PRO0176793WK-011-3","PRO","3","Changing","PRO0176793WK","WO0149712-1/2","C E MACHINE ","2124 1.75 T851 PLATE USI ","8/31/23","8/31/23","8/31/23","8 pcs","1.75","","","","","","9","25","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0176793WK-012-4","PRO","4","Changing","PRO0176793WK","WO0149712-1/2","C E MACHINE ","2124 1.75 T851 PLATE USI ","8/31/23","8/31/23","8/31/23","8 pcs","1.75","","","","","","9","25","","","","","in","012","MS-6 - Wichita",""
"4-PRO0176793WK-003-5","PRO","5","Changing","PRO0176793WK","WO0149712-1/2","C E MACHINE ","2124 1.75 T851 PLATE USI ","8/31/23","8/31/23","8/31/23","8 pcs","1.75","","","","","","9","25","","","","","in","003","Band Saws - Wichita",""
"4-PRO0176802WK-025-2","PRO","2","Scheduled","PRO0176802WK","WO0149004-1/2","LYONS MANUFACTURING INC","7050 1.25 T7451 PLATE USI ","6/30/23","6/30/23","6/30/23","33 pcs","1.25","","","","","","3.25","19.5","","","","","in","025","Staged - Wichita",""
"4-PRO0176802WK-011-3","PRO","3","Scheduled","PRO0176802WK","WO0149004-1/2","LYONS MANUFACTURING INC","7050 1.25 T7451 PLATE USI ","6/30/23","6/30/23","6/30/23","33 pcs","1.25","","","","","","3.25","19.5","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0176806WK-025-2","PRO","2","Scheduled","PRO0176806WK","WO0152149-1/2","MCCAY TOOL & ENG CO","2024 .750 T851 PLATE USI ","6/27/23","6/27/23","6/27/23","215 pcs","0.75","","","","","","1.95","5.5","","","","","in","025","Staged - Wichita",""
"4-PRO0176806WK-054-3","PRO","3","Scheduled","PRO0176806WK","WO0152149-1/2","MCCAY TOOL & ENG CO","2024 .750 T851 PLATE USI ","6/27/23","6/27/23","6/27/23","215 pcs","0.75","","","","","","1.95","5.5","","","","","in","054","Processing - Wichita",""
"4-PRO0176820WK-025-2","PRO","2","Changing","PRO0176820WK","WO0152157-1/2","LMI AEROSPACE – Washington","7050 4.75 T7451 PLATE USI ","11/13/23","11/13/23","11/13/23","26 pcs","4.75","","","","","","6.25","19","","","","","in","025","Staged - Wichita",""
"4-PRO0176820WK-011-3","PRO","3","Changing","PRO0176820WK","WO0152157-1/2","LMI AEROSPACE – Washington","7050 4.75 T7451 PLATE USI ","11/13/23","11/13/23","11/13/23","26 pcs","4.75","","","","","","6.25","19","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0176820WK-012-4","PRO","4","Changing","PRO0176820WK","WO0152157-1/2","LMI AEROSPACE – Washington","7050 4.75 T7451 PLATE USI ","11/13/23","11/13/23","11/13/23","26 pcs","4.75","","","","","","6.25","19","","","","","in","012","MS-6 - Wichita",""
"4-PRO0176820WK-003-5","PRO","5","Changing","PRO0176820WK","WO0152157-1/2","LMI AEROSPACE – Washington","7050 4.75 T7451 PLATE USI ","11/13/23","11/13/23","11/13/23","26 pcs","4.75","","","","","","6.25","19","","","","","in","003","Band Saws - Wichita",""
"4-PRO0176830WK-025-2","PRO","2","Scheduled","PRO0176830WK","WO0149753-1/3","FIGEAC AERO","7050 1.25 T7451 PLATE USI ","7/7/23","7/7/23","7/7/23","12 pcs","1.25","","","","","","17.3","26.35","","","","","in","025","Staged - Wichita",""
"4-PRO0176830WK-011-3","PRO","3","Scheduled","PRO0176830WK","WO0149753-1/3","FIGEAC AERO","7050 1.25 T7451 PLATE USI ","7/7/23","7/7/23","7/7/23","12 pcs","1.25","","","","","","17.3","26.35","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0176841WK-025-2","PRO","2","Changing","PRO0176841WK","WO0151897-1/5","OMNI ASSOCIATES INC","7050 2.75 T7451 PLATE USI ","9/8/23","9/8/23","9/8/23","2 pcs","2.75","","","","","","38.5","59","","","","","in","025","Staged - Wichita",""
"4-PRO0176841WK-011-3","PRO","3","Changing","PRO0176841WK","WO0151897-1/5","OMNI ASSOCIATES INC","7050 2.75 T7451 PLATE USI ","9/8/23","9/8/23","9/8/23","2 pcs","2.75","","","","","","38.5","59","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0176841WK-012-4","PRO","4","Changing","PRO0176841WK","WO0151897-1/5","OMNI ASSOCIATES INC","7050 2.75 T7451 PLATE USI ","9/8/23","9/8/23","9/8/23","2 pcs","2.75","","","","","","38.5","59","","","","","in","012","MS-6 - Wichita",""
"4-PRO0176841WK-003-5","PRO","5","Changing","PRO0176841WK","WO0151897-1/5","OMNI ASSOCIATES INC","7050 2.75 T7451 PLATE USI ","9/8/23","9/8/23","9/8/23","2 pcs","2.75","","","","","","38.5","59","","","","","in","003","Band Saws - Wichita",""
"4-PRO0176916WK-025-2","PRO","2","Changing","PRO0176916WK","WO0143326-1/2","BUFFCO ENGINEERING","7475 1.00 T7351 PLATE USI ","9/28/23","9/28/23","9/28/23","7 pcs","1","","","","","","14.25","28.75","","","","","in","025","Staged - Wichita",""
"4-PRO0176916WK-011-3","PRO","3","Changing","PRO0176916WK","WO0143326-1/2","BUFFCO ENGINEERING","7475 1.00 T7351 PLATE USI ","9/28/23","9/28/23","9/28/23","7 pcs","1","","","","","","14.25","28.75","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0176916WK-012-4","PRO","4","Changing","PRO0176916WK","WO0143326-1/2","BUFFCO ENGINEERING","7475 1.00 T7351 PLATE USI ","9/28/23","9/28/23","9/28/23","7 pcs","1","","","","","","14.25","28.75","","","","","in","012","MS-6 - Wichita",""
"4-PRO0176916WK-003-5","PRO","5","Changing","PRO0176916WK","WO0143326-1/2","BUFFCO ENGINEERING","7475 1.00 T7351 PLATE USI ","9/28/23","9/28/23","9/28/23","7 pcs","1","","","","","","14.25","28.75","","","","","in","003","Band Saws - Wichita",""
"4-PRO0176919WK-025-2","PRO","2","Scheduled","PRO0176919WK","WO0152202-1/1","AUSTIN MACHINE INC","2124 2.0 T851 PLATE USI ","7/10/23","7/10/23","7/10/23","87 pcs","2","","","","","","2.5","16.5","","","","","in","025","Staged - Wichita",""
"4-PRO0176919WK-011-3","PRO","3","Scheduled","PRO0176919WK","WO0152202-1/1","AUSTIN MACHINE INC","2124 2.0 T851 PLATE USI ","7/10/23","7/10/23","7/10/23","87 pcs","2","","","","","","2.5","16.5","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0176920WK-025-2","PRO","2","Scheduled","PRO0176920WK","WO0152203-1/1","BROGDON MACHINE","7075 2.5 T7351 PLATE USI ","7/10/23","7/10/23","7/10/23","172 pcs","2.5","","","","","","2.4","2.9","","","","","in","025","Staged - Wichita",""
"4-PRO0176920WK-011-3","PRO","3","Scheduled","PRO0176920WK","WO0152203-1/1","BROGDON MACHINE","7075 2.5 T7351 PLATE USI ","7/10/23","7/10/23","7/10/23","172 pcs","2.5","","","","","","2.4","2.9","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0176922WK-054-1","PRO","1","Scheduled","PRO0176922WK","WO0152205-1/1","LMI AEROSPACE – Fredonia","7075 1.0 T7351 PLATE USI ","6/27/23","6/27/23","6/27/23","553 pcs","1","","","","","","3","3.4","","","","","in","054","Processing - Wichita",""
"4-PRO0176929WK-025-2","PRO","2","Changing","PRO0176929WK","WO0148592-1/8","AERO TECH ENGINEERING","7475 3.00 T7351 PLATE USI ","8/31/23","8/31/23","8/31/23","10 pcs","3","","","","","","17.75","155","","","","","in","025","Staged - Wichita",""
"4-PRO0176929WK-011-3","PRO","3","Changing","PRO0176929WK","WO0148592-1/8","AERO TECH ENGINEERING","7475 3.00 T7351 PLATE USI ","8/31/23","8/31/23","8/31/23","10 pcs","3","","","","","","17.75","155","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0176929WK-012-4","PRO","4","Changing","PRO0176929WK","WO0148592-1/8","AERO TECH ENGINEERING","7475 3.00 T7351 PLATE USI ","8/31/23","8/31/23","8/31/23","10 pcs","3","","","","","","17.75","155","","","","","in","012","MS-6 - Wichita",""
"4-PRO0176929WK-003-5","PRO","5","Changing","PRO0176929WK","WO0148592-1/8","AERO TECH ENGINEERING","7475 3.00 T7351 PLATE USI ","8/31/23","8/31/23","8/31/23","10 pcs","3","","","","","","17.75","155","","","","","in","003","Band Saws - Wichita",""
"4-PRO0176931WK-025-2","PRO","2","Changing","PRO0176931WK","WO0152214-1/1","LMI AEROSPACE – Fredonia","7050 1.50 T7451 PLATE USI ","7/11/23","7/11/23","7/11/23","27 pcs","1.5","","","","","","3.1","3.4","","","","","in","025","Staged - Wichita",""
"4-PRO0176931WK-011-3","PRO","3","Changing","PRO0176931WK","WO0152214-1/1","LMI AEROSPACE – Fredonia","7050 1.50 T7451 PLATE USI ","7/11/23","7/11/23","7/11/23","27 pcs","1.5","","","","","","3.1","3.4","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0176931WK-012-4","PRO","4","Changing","PRO0176931WK","WO0152214-1/1","LMI AEROSPACE – Fredonia","7050 1.50 T7451 PLATE USI ","7/11/23","7/11/23","7/11/23","27 pcs","1.5","","","","","","3.1","3.4","","","","","in","012","MS-6 - Wichita",""
"4-PRO0176931WK-003-5","PRO","5","Changing","PRO0176931WK","WO0152214-1/1","LMI AEROSPACE – Fredonia","7050 1.50 T7451 PLATE USI ","7/11/23","7/11/23","7/11/23","27 pcs","1.5","","","","","","3.1","3.4","","","","","in","003","Band Saws - Wichita",""
"4-PRO0176938WK-025-2","PRO","2","Changing","PRO0176938WK","WO0152216-1/1","LMI AEROSPACE – Fredonia","7050 1.50 T7451 PLATE USI ","7/11/23","7/11/23","7/11/23","29 pcs","1.5","","","","","","3.4","4.1","","","","","in","025","Staged - Wichita",""
"4-PRO0176938WK-011-3","PRO","3","Changing","PRO0176938WK","WO0152216-1/1","LMI AEROSPACE – Fredonia","7050 1.50 T7451 PLATE USI ","7/11/23","7/11/23","7/11/23","29 pcs","1.5","","","","","","3.4","4.1","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0176938WK-012-4","PRO","4","Changing","PRO0176938WK","WO0152216-1/1","LMI AEROSPACE – Fredonia","7050 1.50 T7451 PLATE USI ","7/11/23","7/11/23","7/11/23","29 pcs","1.5","","","","","","3.4","4.1","","","","","in","012","MS-6 - Wichita",""
"4-PRO0176938WK-003-5","PRO","5","Changing","PRO0176938WK","WO0152216-1/1","LMI AEROSPACE – Fredonia","7050 1.50 T7451 PLATE USI ","7/11/23","7/11/23","7/11/23","29 pcs","1.5","","","","","","3.4","4.1","","","","","in","003","Band Saws - Wichita",""
"4-PRO0176980WK-025-2","PRO","2","Scheduled","PRO0176980WK","WO0150999-1/8","MPM INC","7050 2.50 T7451 PLATE USI ","7/6/23","7/6/23","7/6/23","297 pcs","2.5","","","","","","3","6.25","","","","","in","025","Staged - Wichita",""
"4-PRO0176980WK-011-3","PRO","3","Scheduled","PRO0176980WK","WO0150999-1/8","MPM INC","7050 2.50 T7451 PLATE USI ","7/6/23","7/6/23","7/6/23","297 pcs","2.5","","","","","","3","6.25","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0177015WK-025-2","PRO","2","Changing","PRO0177015WK","WO0139864-1/7","BUFFCO ENGINEERING","7475 1.00 T7351 PLATE USI ","9/21/23","9/21/23","9/21/23","7 pcs","1","","","","","","23","31","","","","","in","025","Staged - Wichita",""
"4-PRO0177015WK-011-3","PRO","3","Changing","PRO0177015WK","WO0139864-1/7","BUFFCO ENGINEERING","7475 1.00 T7351 PLATE USI ","9/21/23","9/21/23","9/21/23","7 pcs","1","","","","","","23","31","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0177015WK-012-4","PRO","4","Changing","PRO0177015WK","WO0139864-1/7","BUFFCO ENGINEERING","7475 1.00 T7351 PLATE USI ","9/21/23","9/21/23","9/21/23","7 pcs","1","","","","","","23","31","","","","","in","012","MS-6 - Wichita",""
"4-PRO0177015WK-003-5","PRO","5","Changing","PRO0177015WK","WO0139864-1/7","BUFFCO ENGINEERING","7475 1.00 T7351 PLATE USI ","9/21/23","9/21/23","9/21/23","7 pcs","1","","","","","","23","31","","","","","in","003","Band Saws - Wichita",""
"4-PRO0177099WK-054-1","PRO","1","Scheduled","PRO0177099WK","WO0151639-1/2","SEYER IND INC","2124 2.5 T851 PLATE USI ","7/6/23","7/6/23","7/6/23","24 pcs","2.5","","","","","","12.25","12.25","","","","","in","054","Processing - Wichita",""
"4-PRO0177128WK-025-2","PRO","2","Changing","PRO0177128WK","WO0150892-1/1","C E MACHINE ","7075 1.50 T7351 PLATE USI ","5/25/23","5/25/23","5/25/23","9 pcs","1.5","","","","","","7","32","","","","","in","025","Staged - Wichita",""
"4-PRO0177128WK-011-3","PRO","3","Changing","PRO0177128WK","WO0150892-1/1","C E MACHINE ","7075 1.50 T7351 PLATE USI ","5/25/23","5/25/23","5/25/23","9 pcs","1.5","","","","","","7","32","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0177128WK-012-4","PRO","4","Changing","PRO0177128WK","WO0150892-1/1","C E MACHINE ","7075 1.50 T7351 PLATE USI ","5/25/23","5/25/23","5/25/23","9 pcs","1.5","","","","","","7","32","","","","","in","012","MS-6 - Wichita",""
"4-PRO0177128WK-003-5","PRO","5","Changing","PRO0177128WK","WO0150892-1/1","C E MACHINE ","7075 1.50 T7351 PLATE USI ","5/25/23","5/25/23","5/25/23","9 pcs","1.5","","","","","","7","32","","","","","in","003","Band Saws - Wichita",""
"4-PRO0177134WK-025-2","PRO","2","Changing","PRO0177134WK","WO0150199-1/1","C E MACHINE ","7050 2.00 T7451 PLATE USI ","5/25/23","5/25/23","5/25/23","3 pcs","2","","","","","","32","31","","","","","in","025","Staged - Wichita",""
"4-PRO0177134WK-011-3","PRO","3","Changing","PRO0177134WK","WO0150199-1/1","C E MACHINE ","7050 2.00 T7451 PLATE USI ","5/25/23","5/25/23","5/25/23","3 pcs","2","","","","","","32","31","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0177134WK-012-4","PRO","4","Changing","PRO0177134WK","WO0150199-1/1","C E MACHINE ","7050 2.00 T7451 PLATE USI ","5/25/23","5/25/23","5/25/23","3 pcs","2","","","","","","32","31","","","","","in","012","MS-6 - Wichita",""
"4-PRO0177134WK-003-5","PRO","5","Changing","PRO0177134WK","WO0150199-1/1","C E MACHINE ","7050 2.00 T7451 PLATE USI ","5/25/23","5/25/23","5/25/23","3 pcs","2","","","","","","32","31","","","","","in","003","Band Saws - Wichita",""
"4-PRO0177174WK-025-2","PRO","2","Scheduled","PRO0177174WK","WO0149782-1/1","BETA ENGINEERING","2014 1.5 T6  HAND FORGINGS USI ","7/14/23","7/14/23","7/14/23","20 pcs","1.5","","","","","","9","9","","","","","in","025","Staged - Wichita",""
"4-PRO0177223WK-025-2","PRO","2","Scheduled","PRO0177223WK","WO0152383-1/1","SKILLED MFG INC","2124 4.5 T851 PLATE USI ","7/6/23","7/6/23","7/6/23","100 pcs","4.5","","","","","","4.5","5.75","","","","","in","025","Staged - Wichita",""
"4-PRO0177223WK-011-3","PRO","3","Scheduled","PRO0177223WK","WO0152383-1/1","SKILLED MFG INC","2124 4.5 T851 PLATE USI ","7/6/23","7/6/23","7/6/23","100 pcs","4.5","","","","","","4.5","5.75","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0177241WK-025-2","PRO","2","Changing","PRO0177241WK","WO0152424-1/1","LMI AEROSPACE – Washington","7050 2.50 T7451 PLATE USI ","10/6/23","10/6/23","10/6/23","13 pcs","2.5","","","","","","8.75","50.75","","","","","in","025","Staged - Wichita",""
"4-PRO0177241WK-011-3","PRO","3","Changing","PRO0177241WK","WO0152424-1/1","LMI AEROSPACE – Washington","7050 2.50 T7451 PLATE USI ","10/6/23","10/6/23","10/6/23","13 pcs","2.5","","","","","","8.75","50.75","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0177241WK-012-4","PRO","4","Changing","PRO0177241WK","WO0152424-1/1","LMI AEROSPACE – Washington","7050 2.50 T7451 PLATE USI ","10/6/23","10/6/23","10/6/23","13 pcs","2.5","","","","","","8.75","50.75","","","","","in","012","MS-6 - Wichita",""
"4-PRO0177241WK-003-5","PRO","5","Changing","PRO0177241WK","WO0152424-1/1","LMI AEROSPACE – Washington","7050 2.50 T7451 PLATE USI ","10/6/23","10/6/23","10/6/23","13 pcs","2.5","","","","","","8.75","50.75","","","","","in","003","Band Saws - Wichita",""
"4-PRO0177242WK-025-2","PRO","2","Changing","PRO0177242WK","WO0152424-1/2","LMI AEROSPACE – Washington","7075 2.0 T7351 PLATE USI ","10/20/23","10/20/23","10/20/23","6 pcs","2","","","","","","6.75","20.75","","","","","in","025","Staged - Wichita",""
"4-PRO0177242WK-011-3","PRO","3","Changing","PRO0177242WK","WO0152424-1/2","LMI AEROSPACE – Washington","7075 2.0 T7351 PLATE USI ","10/20/23","10/20/23","10/20/23","6 pcs","2","","","","","","6.75","20.75","","","","","in","011","Plate Saws - Wichita",""
"4-PRO0177242WK-012-4","PRO","4","Changing","PRO0177242WK","WO0152424-1/2","LMI AEROSPACE – Washington","7075 2.0 T7351 PLATE USI ","10/20/23","10/20/23","10/20/23","6 pcs","2","","","","","","6.75","20.75","","","","","in","012","MS-6 - Wichita",""
"4-PRO0177242WK-003-5","PRO","5","Changing","PRO0177242WK","WO0152424-1/2","LMI AEROSPACE – Washington","7075 2.0 T7351 PLATE USI ","10/20/23","10/20/23","10/20/23","6 pcs","2","","","","","","6.75","20.75","","","","","in","003","Band Saws - Wichita",""
"4-PRO0177245WK-025-2","PRO","2","Scheduled","PRO0177245WK","WO0152421-1/1","LMI AEROSPACE – Washington","7050 1.25 T7451 PLATE USI ","6/13/23","6/13/23","6/13/23","10 pcs","1.25","","","","","","3.25","120.5","","","","","in","025","Staged - Wichita",""
"4-PRO0177245WK-054-3","PRO","3","Scheduled","PRO0177245WK","WO0152421-1/1","LMI AEROSPACE – Washington","7050 1.25 T7451 PLATE USI ","6/13/23","6/13/23","6/13/23","10 pcs","1.25","","","","","","3.25","120.5","","","","","in","054","Processing - Wichita",""
"4-PRO0177301WK-025-2","PRO","2","Changing","PRO0177301WK","WO0150273-1/1","C E MACHINE ","7050 5.25 T7451 PLATE USI ","5/30/23","5/30/23","5/30/23","9 pcs","5.25","","","","","","10","30","","","","","in","025","Staged - Wichita",""
"4-PRO0177301WK-011-3","PRO","3","Changing","PRO0177301WK","WO0150273-1/1","C E MACHINE ","7050 5.25 T7451 PLATE USI ","5/30/23","5/30/23","5/30/23","9 pcs","5.25","","","","","","10","30","","","","","in","011","Plate Saws - Wichita",""
